,SMILES
5849,Oc1ccccc1[S+]([O-])[S+]([O-])c2ccccc2O                                                                        
5850,CN(C)CCNS(=O)(=O)Cc1ccc(cc1)[N+](=O)[O-]                                                                      
5851,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(C)C)CP(=O)(O)Cc2ccc(CC(C)C)cc2                                              
5852,CSCCC(NC(=O)OCc1ccccc1)C(=O)O                                                                                 
5853,CC(=O)NC(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c(CCO)c1)C(=O)NCc3ccc(cc3)[N+](=O)[O-]                           
5854,CC(C)OC(=O)CSc1nnc2c3ccccc3n(C)c2n1                                                                           
5855,CC(NC(=O)c1cnc2N(C)C(=O)N(C)C(=O)c2n1)C(=O)Nc3ccccc3C(=O)N                                                    
5856,CC(C)COc1ccc(CC(=O)NO)cc1                                                                                     
5857,CCOC(=O)c1nc[nH]c1N=NN(C)N                                                                                    
5858,CCCCCCCCC(=O)NCc1ccc(OCC(O)CCN2C=CCC=C2)c(OC)c1                                                               
5859,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(c3)C#CCN4CCCCC4                                                              
5860,Oc1ccnc(SCC(=O)Nc2ccc3ccccc3c2)n1                                                                             
5861,Cc1ccnc(c1)N(C(=O)c2cccs2)C(=O)c3cccs3                                                                        
5862,CCCN(C(C(=O)NS(=O)(=O)c1ccccc1)c2ccccc2)c3ccc(Cn4c(CC)nc5c(C)cc(C)nc45)cc3                                    
5863,Fc1ccccc1C=C2CN(CCN3CCOCC3)CC4=C2NC(=S)NC4c5ccccc5F                                                           
5864,OC(=O)C1=CN(c2ccc(F)cc2)c3cc(N4CCN(CCOC5=C(C(=O)OC5)c6ccccc6)CC4)c(F)cc3C1=O                                  
5865,CN(C)C(=O)c1cn2c(C(=O)C)c(C)nc2c3OC(CCc13)c4ccccc4                                                            
5866,CCCCNCc1ccc(cc1)c2nc(CN(C3CCCC3)S(=O)(=O)c4ccc(OC(C)C)cc4)cs2                                                 
5867,O=C1Cc2ccccc2CCc3ccccc13                                                                                      
5868,Cc1ccccc1COC(=O)c2ccc(cc2)c3nnn(Cc4ccccc4F)n3                                                                 
5869,[N-]=[N+]=NCCC12CC3CC(CC(C3)C1)C2                                                                             
5870,CC1=C(SC(=O)N1Cc2ccc(cc2)C(=O)c3ccccc3)C(=O)NCc4ccc(F)cc4                                                     
5871,CN1C(=NC(C1=O)(c2ccc(OC(F)F)cc2)c3cccc(C=CCC(F)F)c3)N                                                         
5872,CCN1CCCC1CNCc2cccc(OC)c2OCc3ccc(F)cc3                                                                         
5873,Cc1c(oc2ccccc12)C(=O)NNC(=O)c3ccncc3                                                                          
5874,CCCCCCCC(=O)NC(c1ccccc1)C2(CCC2)OP(=O)(O)O                                                                    
5875,CCCCSc1nc(N)c2nnn(Cc3c(F)cccc3F)c2n1                                                                          
5876,O=C(NNCCCc1ccccc1)c2cc3ccccc3[nH]2                                                                            
5877,CC(C)(C)C(=O)N1CCC(CC1)C(N)C(=O)N2C(CC3CC23)C#N                                                               
5878,COc1ccc(cc1NC(=O)c2ccc(O)nc2)S(=O)(=O)N3CCOCC3                                                                
5879,Fc1cnc2[nH]cc(c3ncc(F)c(NC4CCCC(C4)NC(=O)NC5CCOCC5)n3)c2c1                                                    
5880,CC(C)N1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3                                                                 
5881,COc1cc2[nH]c3c(CC=C(C)C)c(O)c(C=O)cc3c2c(c1O)c4cc5c(cc4O)[nH]c6ccccc56                                        
5882,CN1N(C(=O)C(=C1C)N=Cc2ccccc2C=NC3=C(C)N(C)N(C3=O)c4ccccc4)c5ccccc5                                            
5883,C(CC(c1ccccc1)c2ccccc2)NC3=NC4CCCCC4N3                                                                        
5884,COc1cccc(c1)c2ccc3ncnc(Nc4ccccc4)c3c2                                                                         
5885,CCn1cnc2c(cnnc12)c3ccc(CO)c(c3)c4ccc(cc4OC)S(=O)(=O)CC                                                        
5886,Oc1ccc(cc1)n2nc3ccc(O)cc3c2CC=C                                                                               
5887,O=C(C=Cc1ccccc1)c2ccc(cc2)n3cccc3                                                                             
5888,Cc1nnc(SCC(=O)NC(=O)NC(C)(C)C)n1N                                                                             
5889,COc1cc(cc(OC)c1OC)C(CC(=O)Nc2ccc(C)cn2)N3Cc4ccccc4C3=O                                                        
5890,CC(C)CN(CC(=O)N)Cc1cc(C)on1                                                                                   
5891,COc1ccc(cc1)c2oc(nn2)c3ccc(C)cc3                                                                              
5892,Fc1ccc(CN=C(S)Nc2cccc(c2)C(F)(F)F)cc1                                                                         
5893,CN1C(=O)N(C)c2nc(nc(SC(C(=O)C)C(=O)C)c2C1=O)c3ccc(F)cc3                                                       
5894,OC(=O)C1CCCCC1C(=O)NCCS                                                                                       
5895,[O-][N+](=O)c1cccc(c1)C(=O)Oc2ccc(CC3NC(=S)NC3=O)cc2                                                          
5896,Cc1onc(C)c1c2nccc(n2)N3CCOCC3                                                                                 
5897,CCCc1c(COc2ccc(C=C3SC(=S)NC3=O)cc2)ccc(C(=O)C)c1OC(=O)C                                                       
5898,CN1CC(=O)N(CCN2CCCCC2)C1=S                                                                                    
5899,CCOC1=C(CC=C(C)C)C(=O)c2ccccc2C1=O                                                                            
5900,O=C(Nc1cccc(c1)c2cccc3cc(oc23)C(=O)NC4CN5CCC4CC5)C6CC6                                                        
5901,Fc1ccc(CC2=NNC(=O)C3=C2NCCC3)cc1N4CCC4=O                                                                      
5902,CC(O)C(=O)N1CCN(Cc2cnc3cc(Oc4ccc(cn4)c5cc[nH]n5)ccc3c2)CC1                                                    
5903,CCNC(=O)c1ccc(C)c(c1)N2Cc3nc(NC(C)C)sc3C2=O                                                                   
5904,OCc1nc2ccccc2s1                                                                                               
5905,CC1COCCN1c2nc3N(CCc3c(n2)C4=CNC(=N)N=C4)C5CN(C5)C(=O)C                                                        
5906,Nc1ncnc2c1ncn2CCOCP3(=O)Nc4cccc(F)c4CO3                                                                       
5907,OC1=NC(=Cc2cnn3c(NC4CC4)cc(nc23)c5ccc(s5)C(=O)Nc6cccnc6)C(=N1)O                                               
5908,COc1cccc2c(C(=O)NC3C4(C)CCC(C4)C3(C)C)c(C)n(CCCN5CCOCC5)c12                                                   
5909,CCN(CC)Cc1oc(cc1)C(=O)N2CCCC2Cn3cccn3                                                                         
5910,O=C1CCCC2=C1C(C3=C(CCCC3=O)N2c4cccc(c4)C#N)c5cccc(c5)C6C7=C(CCCC7=O)N(C8=C6C(=O)CCC8)c9cccc(c9)C#N            
5911,NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3ccc(cc3)C(F)(F)F)c4occc4                                                       
5912,Nc1nc(CSc2nc3ccccc3[nH]2)nc(n1)N4CCOCC4                                                                       
5913,Cc1cnn(c1)C2(CC2)c3nc4ccc(nc4[nH]3)N5CCCC(C5)C(=O)N6CCCC6                                                     
5914,COC(=O)C(=Cc1cn(C(=O)C)c2ccccc12)[N+](=O)[O-]                                                                 
5915,CC12CCC3C(C(CC4=CC(=O)CCC34C)SCCCc5ccccc5)C1CCC2=O                                                            
5916,CC(C)Oc1cccc(c1)N2C(=Nc3ccccc3C2=O)CNC(=O)NS(=O)(=O)c4ccc(C)cc4                                               
5917,Fc1cccc(CNC(=O)c2nc3ccc(cc3s2)c4cn[nH]c4)c1                                                                   
5918,CCCCCCCCCCCCCCCCCCOCC(COC(=O)OC1C(O)C(O)C(O)C(CO)C1O)n2ccnc2                                                  
5919,Cc1ccc2sc(NC(=O)CSc3nc(C)cc(C)c3C#N)nc2c1                                                                     
5920,CCCc1ccccc1NC(=O)C(COC(C)(C)C)NC(=O)c2ccc(C=C3SC(=O)NC3=O)cc2                                                 
5921,COc1cc(ncn1)N2CCCC(C2)c3nccn3Cc4cccnc4                                                                        
5922,CCOc1ccccc1NC(=O)CN2N=Cc3c([nH]c4ccccc34)C2=O                                                                 
5923,CCC1(NC(=O)N(Cc2ccc3OCOc3c2)C1=O)C4CCN(Cc5cccc6ccccc56)CC4                                                    
5924,CCOP(=O)(O)NC(C(C)CC)C(=O)O                                                                                   
5925,O=C(Nc1ccccc1)C2(CCCC2)N(C3CC3)C(=O)c4oc5ccccc5c4                                                             
5926,CCOc1nc(Nc2ccc(OC)cc2)nc(N)c1C=O                                                                              
5927,Cc1cc(NCc2occc2)nc(n1)N3CCC(CC3)C(=O)NC4CCCCC4                                                                
5928,CCN(CC)c1ccc2C=C(C(=S)N)C(=N)Oc2c1                                                                            
5929,CSc1nc(c2ccc(F)cc2)c(c3ccnc(NC(=O)C)c3)n1CC(O)CO                                                              
5930,COc1cc(NCc2c(c3nnc(SC(C)C)n3c4ccccc4)n(C)c5ccccc25)cc(OC)c1OC                                                 
5931,COc1cc2nc(nc(NCc3ccc(F)cc3)c2cc1OC)N4CCCCC4                                                                   
5932,COC(c1onc(C)c1)c2ccccc2C=NN=C(C)c3ccc(F)cc3                                                                   
5933,O=C(N1CCCC2(CCC(=O)N2)C1)c3cccs3                                                                              
5934,CCNC1=NC2=C(C(=O)N1CC(F)(F)F)C(C)(C)Cc3ccc(OC)cc23                                                            
5935,Fc1ccc(CSc2nc3ccncc3n2CC(=O)N(CC=C)c4ccccc4)cc1                                                               
5936,CS(=O)(=O)Nc1cccc2C(CCCc12)C3=NCCN3                                                                           
5937,CCCCCCCCCCCCCNCC(=O)N(CCCCN)CC(=O)N(CC(=O)N)Cc1occc1                                                          
5938,CCCCCCCCCCCCCCCN1CCC(CC1)C2CCN(CCNC(=O)C(N)CCCCN)CC2                                                          
5939,C(Cn1ccnc1)c2ccccc2                                                                                           
5940,COc1ccc(cc1OC)c2onc(c2)C(=O)Nc3cc(C)ccc3O                                                                     
5941,CC(=Cc1cc(F)c(Oc2ccc(cc2)S(=O)(=O)Nc3ccc(CP(=O)(O)O)cc3)c(F)c1)C(=O)N=C(N)N                                   
5942,CC(=NN=C1SC(CC(=O)O)C(=O)N1c2ccccc2)c3ccc(C)cc3                                                               
5943,Cc1cc(C)cc(NC(=S)N2CCN(Cc3ccccc3)CC2)c1                                                                       
5944,CC(C)CCCNc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)NCCCN(C)C)n(C)c3)n(C)c2)n(C)c1                                       
5945,CCCCCCC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O                                                                        
5946,NS(=O)(=O)OCC1OC(C(O)C1O)n2cnc3c(ncnc23)C#Cc4ccccc4                                                           
5947,CNC(=O)c1c(oc2cc(N(C)S(=O)(=O)C)c(cc12)c3ccc4OCC(O)Cn5c(cc6ccccc56)c4c3)c7ccc(F)cc7                           
5948,CC(=CC=CC(=CC(=O)Nc1ccc(O)c(c1)[N+](=O)[O-])C)C=CC2=C(C)CCCC2(C)C                                             
5949,CC1=C(CN=C(O)c2cnn(Cc3nc4ccccc4s3)c2)C(=CC(=N)N1)C                                                            
5950,CC1CCC2(OC1)OC3CC4C5CC=C6CC(CCC6(C)C5CCC4(C)C3C2C)OC7OC(CO)C(O)C(O)C7NC(=O)NC8CC8                             
5951,CCCCN1C(=O)N(Cc2ccc(s2)C(=O)OC)C(=Cc3cnc(CCCC)n3Cc4ccc(cc4)C(=O)OC)C1=O                                       
5952,Cc1cc(ccn1)c2ncc(CNC(=O)c3ccc4c(c3)C(=O)c5ccccc45)cc2F                                                        
5953,COC(=O)CCN(CC1CCOC1)C2CC2                                                                                     
5954,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34                                                                    
5955,COc1cccc(c1)C2CN(CC2C(=O)O)C3CCCC3                                                                            
5956,CC(C)(C)C(NC(=O)OC1CCCC1)C(=O)N2CN(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)c5ccc(cc5)N6CCCCC6                 
5957,COc1ccc(cc1OC)C(CC(=O)c2ccc3OCOc3c2)C4=C(O)Oc5ccccc5C4=O                                                      
5958,N#Cc1ccn2c(c3ccccc3)c(c4ccccc4)c(c5ccsc5)c2c1                                                                 
5959,CC(C)NC(=O)NS(=O)(=O)c1cc(ccc1Nc2ccc(F)cc2)C#N                                                                
5960,CC(=NCCCn1ccnc1)c2c(C)nn(c2O)c3ccc(cc3)[N+](=O)[O-]                                                           
5961,C(Nc1nc(Cc2ccccc2)nc3sc4CCCCc4c13)c5ccc6OCOc6c5                                                               
5962,FC(F)(F)c1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)N3CCCC3)n(Cc4ccccc4)n1                                                  
5963,Cc1[nH]nc2NC3=C(C(c4ccccc4)c12)C(=O)CC(C)(C)C3                                                                
5964,CCOC(=O)Cc1csc(N=C(NS(=O)(=O)c2ccc(F)cc2F)c3ccccc3)n1                                                         
5965,CN(Cc1noc(C)n1)C2CCN(Cc3cccc4cccnc34)C2                                                                       
5966,CC=CCOc1nc2N(C)C(=O)N(C)C(=O)c2n1C                                                                            
5967,CCN1CCCC2C1CCc3c(O)c(O)ccc23                                                                                  
5968,COc1ccc(cc1)c2nc(CNC(=S)SCc3ccccc3)cc4c5ccccc5n(C)c24                                                         
5969,CC1CCc2c(C1)sc(NC(=O)c3csc(C)c3)c2C#N                                                                         
5970,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4coc5cc(F)ccc45)c6ccc(cc6)C(F)(F)F                                     
5971,CN1CC(c2ccc(C)cc2)c3cccc(N)c3C1                                                                               
5972,CCCC(CC)OC(=O)NCCCn1ccnc1                                                                                     
5973,COc1ccc(SCc2c[nH]c3nc(N)nc(N)c23)cc1OC                                                                        
5974,Cc1cccc(C)c1N2C(=O)c3ccc(N)cc3C2=O                                                                            
5975,COc1cc(C)ccc1OCc2onc(c2)C(=O)NCCN3CCCC(O)C3                                                                   
5976,Fc1c(CNC(=O)C(CCC(=O)N2CCN(CC2)C3CCCCC3)N4C(C=Cc5ccccc5)C(N6C(COC6=O)c7ccccc7)C4=O)cccc1C(F)(F)F              
5977,CC(N(C)C(=O)c1cccc(c1)n2cnnn2)c3nc4ccccc4s3                                                                   
5978,CC(=NNc1cc(nc(C)n1)N2CCOCC2)c3cccc(c3)[N+](=O)[O-]                                                            
5979,CC1=CC(=C(C(N2CCN(CC2)c3ccccc3)c4ccc(F)cc4)C(=O)N1Cc5occc5)O                                                  
5980,CC1Cc2cc(N)cc(C(=O)N)c2O1                                                                                     
5981,CC(C)(C)c1ccc2OC(=O)CC(c3ccc4OCOc4c3)c2c1                                                                     
5982,OC(=O)C1C(CC2CCNCC2)C(=O)N1C(=O)N3CCN(CC3)C(=O)c4cccc(Oc5ccccc5)c4                                            
5983,CC(CO)N1CC(C)C(CN(C)Cc2ccncc2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O                                       
5984,Cc1cc(nn1CCCC(=O)Nc2cc(Oc3ccccc3)cc(c2)[N+](=O)[O-])[N+](=O)[O-]                                              
5985,OC1(C=C)C2=Nc3ccccc3C(=O)N2c4ccccc14                                                                          
5986,Cn1c2ccncc2c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c13                                                              
5987,O=C(Nc1ccccc1)N2CCN(Cc3ccc4OCOc4c3)CC2                                                                        
5988,CN(C(=O)N1C=C(F)C(=O)NC1=O)c2ccc(OC3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3F)cc2                                   
5989,CC(=O)NC(Cc1ccccc1)C(O)CNC2CC3(CCC3)Oc4ccc(CC(C)(C)C)cc24                                                     
5990,CCCCCCCCC(=O)N(CC(C)C(=Nc1ccccc1)Nc2ccccc2)c3ccccc3                                                           
5991,O=C(COC(=O)C1CC2CC1C=C2)NCc3occc3                                                                             
5992,CC(=O)OCC1OC(C(OC(=O)C)C1OC(=O)C)n2c(SCC3=Cc4cc(C)ccc4OC3=O)nc5cncnc25                                        
5993,COC(=O)c1ccc2N(C)C(=O)C(=O)c2c1                                                                               
5994,Cc1ccc(cc1)C(N(C(=O)Cc2cccs2)c3cccnc3)C(=O)NCc4occc4                                                          
5995,COc1cccc(c1)n2cc3N=C(N(CC4CCCN(Cc5ocnc5)C4)C(=O)c3n2)c6cccnc6C                                                
5996,CN(CC(N)Cc1ccc(O)cc1)C(CNCc2ccccc2)Cc3ccc(O)cc3                                                               
5997,S=C=Nc1ccc(cc1)c2noc(n2)c3ccccn3                                                                              
5998,C(N1CCC(CC1)c2ncc([nH]2)c3cnc(nc3)c4ccccc4)c5ccccc5                                                           
5999,CC(NC1=C(Nc2cccnc2)C(=O)C1=O)c3ccccc3                                                                         
6000,OC(=O)c1ccc2OCc3ccccc3C(=CCCNS(=O)(=O)c4ccccc4)c2c1                                                           
6001,C[S+]([O-])c1ccc(CC2(O)N3CCN=C3c4ccccc24)cc1                                                                  
6002,[O-][N+](=O)c1ccc(C[P+](c2ccccc2)(c3ccccc3)c4ccccc4)cc1                                                       
6003,COC(=O)C(C1OC23CN(C=CC2(C)C3c4ccccc14)S(=O)(=O)c5ccc(C)cc5)C(=O)OC                                            
6004,CCCC(Nc1cncc(n1)c2ccc(OCCCCN3CCCC3)c(OC)c2)c4ccccc4                                                           
6005,CC(=O)OC1CCC2(C)C3CCC4(C)CCCC4C3C(=O)C=C2C1                                                                   
6006,O=C(N1CCCC1)c2cc3nc(cc(c4ccccc4)n3n2)c5ccccc5                                                                 
6007,Cn1cc(cn1)C2CCCN2C(=O)Cc3coc(n3)c4ccccc4                                                                      
6008,CCC(C)NC(=O)C1CCN(CC1)c2nc(OC)nc(OC)n2                                                                        
6009,CCC(C)C1NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)C(Cc5ccccc5)N(C)C(=O)C(CCCCN)NC(=O)C6CCCCN6C1=O             
6010,Cc1ccc(cc1)S(=O)(=O)N2CCCC2C(=O)NC(Cc3ccccc3)C=O                                                              
6011,Fc1ccc(NC(=O)c2cccn2c3nnc(s3)N4CCCCC4)cc1                                                                     
6012,COc1cccc(CNC(=O)c2cc(cc(C)n2)c3nnn(CC4CCC(O)CC4)n3)c1                                                         
6013,CC(NCc1cc2cccc(O)c2[nH]1)c3cccc4ccccc34                                                                       
6014,OC(CSc1ccccc1)CN2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2                                                         
6015,NCCCCC(C(=O)C(CO)NC(=O)C1CCCN1C(=O)C(N)Cc2ccc(O)cc2)C(=O)N3CCCC3C(=O)NC(CC(=O)O)C(=O)O                        
6016,COC(=O)C(CCSC)NC(=O)CCN1N=C2Sc3ccccc3N2C1=S                                                                   
6017,Cc1ccc(cc1)S(=O)(=O)NN=C2Oc3ccccc3C=C2C(=O)Nc4cccc(C)c4                                                       
6018,Fc1ccc(CC2CCN(CCCCc3ccccc3)CC2)cc1                                                                            
6019,O=C(NCc1ccccc1)c2ccc(CC3CCN(Cc4ccc5OCOc5c4)CC3)cc2                                                            
6020,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(cc5)C#N                                                   
6021,CN(c1ccc(cc1)C(=O)NC2CCCCC2)S(=O)(=O)c3ccc(C)cc3                                                              
6022,Cc1ccc(Sc2ccc(nn2)N3CCC(CC3)C(=O)Nc4cc(C)cc(C)c4)cc1                                                          
6023,CCSc1ccc(CN2CCCC(C2)Nc3ccc4[nH]ncc4c3)cc1                                                                     
6024,CC1CCCN(C1)C(=O)COC(=O)CNS(=O)(=O)c2ccc3ccccc3c2                                                              
6025,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]                                                       
6026,[O-][N+](=O)c1ccccc1C(=O)NCCCCN2CCN(CC2)c3nsc4ccccc34                                                         
6027,COc1ccc(NCc2c[nH]c3nc(N)nc(O)c23)c(OC)c1                                                                      
6028,CC(C)(O)c1ccc2c(c1)C(O)CC3C(C)(COC(=O)CCC(=O)O)CCCC23C                                                        
6029,COc1ccc(OC)c2N(C)C(=NC(=O)c3cccc(c3)N4C(=O)CCC4=O)Sc12                                                        
6030,O=C(C1CCCN1C(=O)c2cccs2)N3CCN(CC3)S(=O)(=O)c4ccccc4C#N                                                        
6031,OCC1CN(Cc2ccncc2)CC(O1)n3cnc4c(ncnc34)N5CCCC5                                                                 
6032,COc1ccc(N(C)S(=O)(=O)c2ccc(C)cc2)c(c1)[N+](=O)[O-]                                                            
6033,CCOc1ccc(CNC(C)c2cccc(c2)S(=O)(=O)NC)cc1                                                                      
6034,CCC(C)C(NC(=O)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C=O                                                              
6035,CCCN1C(=O)N(C)C(=O)c2[nH]c(cc12)c3ccc(OC(C)(C)C(=O)N4CCN(CC4)c5ccccc5)cc3                                     
6036,Oc1ccc2nc3c4ccccc4C(=O)n3c2c1                                                                                 
6037,Cn1cc(CCCC(=O)NCc2ccccc2)c3ccccc13                                                                            
6038,CC1=CC=CN2C(=O)c3cc(C(=O)Nc4ccc(cc4)S(=O)(=O)Nc5nc(C)cc(C)n5)n(C)c3N=C12                                      
6039,COc1ccc(C=C2SC(=NC2=O)c3ccc[n+](C)c3)cc1                                                                      
6040,CC(=O)N1Cc2[nH]c3ccccc3c2CC1C(=O)O                                                                            
6041,Cn1nnnc1SCC(=O)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3                                                                   
6042,CCCC(C1CCN(C1=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C(=O)NO                                                         
6043,COc1cc2c(CCN(C)C)cc3c(cnc4cc5OCOc5cc34)c2cc1OC                                                                
6044,COc1ccccc1CCNCc2ccccc2                                                                                        
6045,Cn1nnnc1c2ccccc2c3ccc(CN4C=Nc5ccc(cc5C4=O)N(Cc6ccc(O)cc6)C(=O)c7ccccc7)cc3                                    
6046,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc4cc(ccc24)[N+](=O)[O-])cc1                                                      
6047,Fc1cccc(c1F)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2                                                                     
6048,CCOc1ccc(cc1)n2c(C)c3c(C)nnc(NCc4ccccn4)c3c2C                                                                 
6049,CC(C)CN(C1CCNC1)C(=O)c2cccc(F)c2C(F)(F)F                                                                      
6050,COC(=O)c1c(C)oc2ccc(cc12)N(C(=O)Oc3ccccc3)S(=O)(=O)c4ccc(cc4)C(C)(C)C                                         
6051,Cc1cc(C)c2cc(C(O)CC3CCCCN3)c4ccc(cc4c2c1)C(F)(F)F                                                             
6052,Cc1ccc(cc1)C2=[N+]([O-])c3ccccc3N(OCc4ccccn4)C2=O                                                             
6053,O=C1C2C3C=CC(C2C(=O)N1N=Cc4oc(cc4)N5CCCCC5)C36CC6                                                             
6054,CN(C1CCc2c(CC(=O)O)c3cnccc3n2C1)S(=O)(=O)c4ccc(F)cc4                                                          
6055,CN(C1CCC(=O)c2ccccc12)C3CC(=O)c4ccccc34                                                                       
6056,CCCCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O                                                                             
6057,COc1ccc(Oc2nc(C)ccc2C(=NO)N3CCC=N3)cc1                                                                        
6058,CCCC(C)c1nnc(NC(=O)CCS(=O)(=O)Cc2ccccc2)s1                                                                    
6059,COC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C                                                             
6060,CCn1c(O)c(C=NN=C2CCCCC2)c3cc(ccc13)C4=NNC(=O)CC4                                                              
6061,CC(=O)Nc1ccc2[nH]c(nc2c1)N3CCC4(CC3)OC(=O)c5ccccc45                                                           
6062,COc1cccc(CNC(=O)CN2C(=O)N(CCC(=O)N3CCCCC3)C(=O)c4sccc24)c1                                                    
6063,CC(C)(C)c1ccc2C(=O)N(CCOC(=O)c3cc(F)ccc3F)C(=O)c2c1                                                           
6064,N#CC(=C1Nc2ccccc2S1)c3ccnc(NCc4ccccn4)n3                                                                      
6065,COc1ccccc1CNC(=O)c2ccc3nc(c4occc4)c(nc3c2)c5occc5                                                             
6066,COC(=O)C=CC(=O)NCc1occc1                                                                                      
6067,CC1=C(N2C(SC1)C(NC(=O)c3ccccc3)C2=O)C(=O)O                                                                    
6068,C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5cocn5                                                                   
6069,Cc1c(ncc2ccccc12)N(Cc3ccc(CC4CC4)cc3)S(=O)(=O)c5ccc(cc5)C(=O)O                                                
6070,CCOC(=O)N1CCC(CC1)N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)N(C)C                                                        
6071,O=C(N1CCOC2CN(Cc3ccc[nH]3)CC2C1)c4ccccc4                                                                      
6072,CC(CNC(=O)Nc1ccc(F)cc1C)N2CCOCC2                                                                              
6073,CCOC(=O)C1=C(C)OC2(O)C=CC(=C3C(=O)N(C(=O)C123)c4ccccc4)O                                                      
6074,CC1SCC(CS1)N(C)C                                                                                              
6075,CC(=O)Nc1ccc(cc1)c2nc3cc(ccc3[nH]2)n4ccnc4                                                                    
6076,CCOc1ccc(Oc2cc(ccn2)C(=NO)N3CCN(CC3)c4ccccc4)cc1                                                              
6077,OC(=O)C(Cc1ccc(O)cc1)NC(=O)c2cccc3C(=O)c4ccccc4Nc23                                                           
6078,CNCC(Cc1ccc(O)cc1)NCC(Cc2ccc(O)cc2)NCCC3CCCC3                                                                 
6079,COC1=CC(=O)c2c(C1=O)c(CO)c(C)n2C                                                                              
6080,COc1cc(NC(=O)C=Cc2cccnc2)ccc1c3ocnc3                                                                          
6081,C[N+](C)(C)CC1CCCC1=NOC(=O)c2ccccc2                                                                           
6082,COc1cc(C=NNC(=O)c2ccncc2)ccc1OCC(=O)Nc3ccccc3                                                                 
6083,CCOC(=O)N1CCN(CC1)C(=O)CCc2ccc(cc2)S(=O)(=O)NCC(C)C                                                           
6084,[O-][N+](=O)c1ccccc1C(=O)N2CC3CNCC(C3)C2                                                                      
6085,CC(C)C(CO)NCc1nc(ccc1F)c2ccc(cc2C(F)(F)F)C(F)(F)F                                                             
6086,Oc1ccc(NC(=Nc2ccc(F)cc2)S)cc1                                                                                 
6087,CS(=O)(=O)Nc1ccc(cc1F)C(C2CCCCC2)C(=O)NCc3ccc(nc3SC4CCCCC4)C(F)(F)F                                           
6088,CC(=O)C1=C(C)N(CCC=Cc2ccccc2)C(=O)NC1c3ccccc3                                                                 
6089,CCS(=O)(=O)N1CCOC2C(CCC12)Oc3ncccc3F                                                                          
6090,COc1ccccc1C(=O)NC(CCSC)C(=O)OC(C)C(=O)NC2CC2                                                                  
6091,CCCN(CCC)C1CCc2c(O)cccc2C1(C)C                                                                                
6092,CCS(=O)(=O)c1ccc(OCC2CC2)c(c1)C3=CN(C)C(=O)c4n[nH]cc34                                                        
6093,CCOC(=O)c1c(Cn2cnc3ccccc23)n(nc1c4ccccc4)c5ccccc5                                                             
6094,Cc1ccc(cc1)C2=CCN(CCNC(=O)c3cnc4ccccc4n3)CC2                                                                  
6095,COC(=O)CNC(=O)N1CCN(CC1)c2nc3ccccc3n2C                                                                        
6096,Cc1ccc2N(CCOc3ccccc3)C(=O)C(=O)c2c1                                                                           
6097,O=C(NC1CN2CCC1CC2)c3cccc4oc(nc34)C5CC5                                                                        
6098,CCCNC(=O)CN1C=Nc2sc(C(=O)Nc3cc(OC)c(OC)c(OC)c3)c(C)c2C1=O                                                     
6099,FC(F)(F)c1ccccc1S(=O)(=O)C2CCN(C2)c3nc(ncc3C(=O)NC4CC4c5ccccc5)C#N                                            
6100,COc1ccccc1Nc2nc(c(CC(=O)O)s2)c3ccc(Oc4ccccc4)cc3                                                              
6101,CCc1ccc(CN(Cc2occc2)C(=O)c3ccc(OC)cc3)cc1                                                                     
6102,COc1ccc(NC(=O)CSc2nc3N(C)C(=O)N(C)C(=O)c3n2C)c(OC)c1                                                          
