,noisy_SMILES
5103,Cc(cc1C)n(n1)C(=O)CSC2=Nc3ccc(I)cc3C(=O)N2Cc4ccccc4                                                           
5104,CCCCCCCCCCOc1ccc2C(=O)CCOc2c1NC(=O)C                                                                          
5105,COO(=C)CCCCCC(=O)C(N)CO                                                                                       
5106,OCCCc1ccc(NC(=O)C2CC(=O)N3CCCN=C3S2)cc1                                                                       
5107,OCCCN((=O)C1(CC1)c2ccc(F)cc2)COc3cccc(F)c3                                                                    
5108,CC(C)CC(NC(=O)c1cc(cc(c1)C(=O)NC(C)c2ccc(F)cc2)N(C)S(=O)(=O)C)C(O)CC(C)C(=O)NC3CCN(Cc4ccccc4)CC3              
5109,Cccon1(n1)C2CCCN2CC(=O)N3CCc4ccccc34                                                                          
5110,1OcCccc(CNC(=O)C(C)Sc2nc(cc(n2)C(F)(F)F)c3ccccc3)cc1                                                          
5111,CC=C(OO)c1c2CCCCc2sc1NC(=O)c3cc(on3)c4ccccc4                                                                  
5112,CCCCCN1C=C2C(=O)NN=C2c3ccccc13                                                                                
5113,O=(1NCCCc2n[nH]c3cccc1c23)C4CN5CCC4CC5                                                                        
5114,(=CONc1ccccc1)NS(=O)(=O)c2ccccc2                                                                              
5115,OCCN1C(=O)c2cccc3c(ccc(C1=O)c23)[N+](=O)[O-]                                                                  
5116,nc1Ccsc1CCOc2ccc(C=C3SC(=O)NC3=O)cc2                                                                          
5117,CCNCC1(CC1)c2cncc(n2)c3c[nH]c4ccc(cc34)C5=NNC(=N)S5                                                           
5118,NC(CC(=O)C)c1ccc(OC2CCN(C2)c3ccnc(n3)N4CCC(C)(O)C4)cc1                                                        
5119,CNCC1(C1)C2CCN(C2)C3=C(C)C4=C(C=C(C(=O)O)C(=O)N4C=C3F)C5CC5                                                   
5120,1OcCccc(OC)c(C=C2Oc3cc(OCC(=O)N4CC(O)CC4C(=O)O)ccc3C2=O)c1                                                    
5121,FCC1(CF)CC(NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4cc(F)cc(F)c4O1                                                         
5122,(CNCCC)CCNC(=O)c1cc(I)c(NC(=O)c2ccc(F)cc2)cc1OC                                                               
5123,Ccccc1(CC(=O)N2CCc3cc(ccc23)c4cn(C)c5ncnc(N)c45)cc1                                                           
5124,=C(NO)NC(=S)NC12CC3CC(CC(C3)C1)C2                                                                             
5125,CC=C(OO)c1sc(C)c2C(=O)NC3(CCCCC3)Nc12                                                                         
5126,CN1CCCCCC1C(=O)N2CCC(CC2)N3CCC(CC3)C(=O)N4CCOCC4                                                              
5127,CC=C(OO)c1cn(nc1c2sc(nc2c3ccccc3)N(C)c4ccccc4)c5ccc(F)cc5                                                     
5128,(CCCCC)C(=O)N1CC(=O)Nc2ccc(F)cc2C1c3ccccc3                                                                    
5129,C(C1CCCO1)N2CCC3(CC2)CCc4ccccc34                                                                              
5130,=C(OO)C1NC2=C(C=C1)C(=O)C3=C(NCCS3(=O)=O)C2=O                                                                 
5131,Ccccc1cc1NC(=O)Nc2cccc(c2)[N+](=O)[O-]                                                                        
5132,(=COCCCCCCCC#C)c1oc(cn1)c2ccccn2                                                                              
5133,COc1cc(ccc1NC(=S)NC(=O)CC(C)(C)C)[N+](=O)[O-]                                                                 
5134,(CCC=O)NC1=C(Nc2ccc(N)cc2)C(=O)c3ccccc3C1=O                                                                   
5135,O=C(CCCN1CCN(CC1)C(c2ccccc2)c3ccccc3)NC4C5CCCCC5CSc6ccccc46                                                   
5136,(OCC=O)C1C2CCC3CC1C(=Cc4ccc(cc4)c5ccccc5F)CN23                                                                
5137,COO(=C)c1ccc(CC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O                                                               
5138,CCOC(=O)N1CCN(CC1)C(=O)n2nnc3cccnc23                                                                          
5139,CCCCCCCCOc1ccc(OC)c(Cc2cnc(N)nc2N)c1                                                                          
5140,nc1Cc2cc(ccc2[nH]1)C(=O)N3C(C(=O)NCc4ccccc4)C(=Nc5ccccc35)c6ccc7OCOc7c6                                       
5141,COc1ccc(cc1)C(=O)C=Cc2ccc(OC)c(COc3ccccc3F)c2                                                                 
5142,nc1Cc2cccc(c3cc4C(=NCCc4[nH]3)O)c2nc1NC(C)(C)CS(=O)(=O)C                                                      
5143,NC)=O(CCC(NC(=O)OCc1ccccc1)P(=O)(Oc2ccccc2)Oc3ccccc3                                                          
5144,NC(C1C(=O)OC(Cc2ccccc2)(C(=O)NC3CC3)C1=O)c4ccccc4                                                             
5145,Nccnc1(s1)C2N(CCc3ccccc23)S(=O)(=O)Cc4ccccc4                                                                  
5146,=C(OO)CCCC1(CC(=O)C(=C(O)O1)SCCc2ccccc2)c3ccccc3                                                              
5147,CCCC)(1(F)OC2C3OC34C5(C)CCC6=C(COC6=O)C5CC7OC47C12                                                            
5148,1CCC2CCCN3CCC4(C13)C(=Nc5c(ccc(O)c45)C6CC7(CC)CCCN8CCc9c(C78)n6c%10ccccc9%10)CC2                              
5149,ON=C(1O)COc2c(F)c(F)ccc12                                                                                     
5150,1NcCncncc1c2ccccc2OC                                                                                          
5151,CC=C((O)N(C)c1ccccc1)S(=O)(=O)Cc2onc(C)n2                                                                     
5152,=C(CO)NCc1oc(cc1)c2csc(NC(=N)NCc3occc3)n2                                                                     
5153,Fcccc1c(c1)C(=O)c2ccc(cc2)N3CCN(CC3)C(=O)c4ccccc4                                                             
5154,cc1Cnn(CC2CN(Cc3nc4ccccc4n3C)CCO2)c1                                                                          
5155,Fcccc1c(c1)C(=O)NCc2nnc(SCC(=O)Nc3ccccc3F)n2c4ccccc4                                                          
5156,CC1OCCCC1N2CCC(CC2)C(=O)c3cccs3                                                                               
5157,CO21ccCCc3cc(C=NN=C(S)N4CCCCC4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15                          
5158,cc1Fcc(cc1)c2cc([nH]c2c3ccncc3)c4ccccc4                                                                       
5159,[ON][-+](=O)c1cn2CC(COc2n1)OCCCc3ccc(cc3)c4ccc(F)cc4                                                          
5160,CC1ON=CNc2c1ncn2CCCc3ccsc3C(=O)O                                                                              
5161,OC)=O(CC1CCc2cc(OCCCOc3ccc4cnoc4c3)ccc12                                                                      
5162,1OcCcc(C=NNC(=O)Cn2ccc(n2)C(F)(F)F)cc(OC)c1OC                                                                 
5163,COC1=C(Oc2cc(OC)cc(OC)c2C1=O)c3ccc(OC)cc3                                                                     
5164,=S(NO)(=O)c1ccc(CCNCC2=COc3ccccc3C2=O)cc1                                                                     
5165,O=C1CCN(Cc2ccccc2)CC1=C(c3ccccc3)c4ccccc4                                                                     
5166,oc1Cc(cc1C(=O)Nc2nc3CCCc3s2)c4ccccc4C(=O)N                                                                    
5167,CCcNC(1cc2cc(F)ccc2[nH]1)c3cccc4ccccc34                                                                       
5168,cc1Ccc(cc1)C2=NN(C(C2)c3ccccc3)c4nc(cs4)c5ccccc5                                                              
5169,Cn(nc1cc1C(=O)Nc2ccc(cc2O)S(=O)(=O)N3CCCC3)C(F)(F)F                                                           
5170,cc1Cc(C)c(NC(=O)C(=O)NCC(N2CCN(Cc3ccccc3)CC2)c4cccnc4)c(C)c1                                                  
5171,OCC1NC(=N)C(O)C(O)C1O                                                                                         
5172,NCCCC1=Nc2ccccc2C(=O)N1                                                                                       
5173,COO(=C)C1(C)CC1C(NP(=O)(c2ccccc2)c3ccccc3)c4ccccc4                                                            
5174,(OCC=O)CNC(=O)C(N1CC(C)C1=O)c2ccccc2                                                                          
5175,CCCC)(C(NC(=O)C=Cc1ccc(OP(=O)(O)O)cc1)C(=O)N2CCCC2C(=O)NCCCC(=O)NO                                            
5176,cCOC1ccc(Cc2nc3cc(ccc3n2CCN(CC)CC)[N+](=O)[O-])cc1                                                            
5177,CCcC)(1nc(CCn2cncn2)n(n1)c3ccc4OCCOc4c3                                                                       
5178,1CNCCC(=O)SC1=Nc2ccc(N3CCN(CC3)c4cc5N(CC)C=C(C(=O)O)C(=O)c5cc4F)c(F)c2                                        
5179,COc1ccccc1C(C)NC(=O)c2cc(O)nc3ccccc23                                                                         
5180,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(COC(=O)C)OC1=O                                                                   
5181,Nccnc1(cn1)c2ccc(cn2)C3(CCC3)c4noc(n4)c5cnn(c5)C6COC6                                                         
5182,1CCCC2CC3C4N(C)c5ccccc5C46CC(C2C6O)N3C1O                                                                      
5183,Ccccc1c(Oc2cccc(CC3=CN(COCCO)C(=O)NC3=O)c2)c1                                                                 
5184,CCCC(NC(=O)C(=Cc1cccc(C=C(C#N)C(=O)NC(CCC)c2ccccc2)c1)C#N)c3ccccc3                                            
5185,COc1cc(c(OC)cc1O)C2(COc3cc(O)ccc23)C=O                                                                        
5186,(CCC=O)OC(c1ccc2OC(C)(C)C=Cc2c1OC)c3ccnc4cc(OC)c(OC)cc34                                                      
5187,CN(CC1CC1=O)NC(=O)CCOc2ccc(C)c(C)c2                                                                           
5188,cc1Cccc(C)c1Nc2ncc(c3ccncc3)n4cncc24                                                                          
5189,COc1cc(ccn1)c2cc(C(=O)NC3CCC(CC3)NC(=O)C(C)(C)CN4CCCC4)c5c(N)ncnn25                                           
5190,cc1Ccc(cc1)c2nc(SCc3cccc(F)c3F)nc(O)c2C#N                                                                     
5191,CCCC)((=O)NC(c1ccc(cc1)[N+](=O)[O-])c2c(O)ccc3ccccc23                                                         
5192,cc1Ccc(c2cc(ccc2OCc3ccc(F)cc3)C(F)(F)F)n1c4cc(cc(c4)C(=O)O)N5CCCS5(=O)=O                                      
5193,COc1ccc(C=NN=C2SCC(=O)N2Cc3ccccc3)cc1                                                                         
5194,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)N                                      
5195,COc1ccc(CC(=O)O)cc1c2ccc(F)c3CCN(Cc23)C(=O)CC(C)C4CC4                                                         
5196,CCCCc1cc(OC)c2ccccc2c1OC(=O)C                                                                                 
5197,COc1ccc(CN2CCCC(C2)C(=O)N3CCCCC3)cc1OC                                                                        
5198,(=CONc1c(cnn1c2ccccc2)c3ccccc3)c4ccccc4                                                                       
5199,CCC(CN)CCNC(=O)CCCCC(=O)Nc1ccc(Nc2c3ccc(NC(=O)CCN4CCCC4)cc3nc5cc(NC(=O)CCN6CCCC6)ccc25)cc1                    
5200,1OcCcc(OCc2csc(n2)c3ccc(cc3)C(=O)N(C)C(C)(C)C)c4cc(oc4c1)c5cn6nc(OC)sc6n5                                     
5201,COc1cc(C(C)C)c2C(=O)N(COC3=C(Cc4ccccc4)C(=O)OC3)S(=O)(=O)c2c1                                                 
5202,CN(C)CC1CCC(CC1)Nc2c(cnc3ccc(nc23)c4ccncc4)C(=O)C                                                             
5203,CC(=C1CN=C(O)c2cn(Cc3ccc4nc(C)ccc4c3)nn2)C(=CC(=N)N1)C                                                        
5204,(OCC=O)C1=C(CC2CCC1N2C(=O)N3CCC(C)CC3)c4oc5ccccc5c4                                                           
5205,Cc(cc1C)c(NC(=O)Cn2nnc(c2N)S(=O)(=O)c3ccc(C)c(C)c3)c(C)c1                                                     
5206,CC(C)(C)c1ccc(cc1)C(=O)NCC(=O)N2CCCC2                                                                         
5207,OC(1CCO)C(O)CN1Cc2cccc3C(=O)NC=Nc23                                                                           
5208,CCOC(=O)C1=C(C)NC(=C(C1c2ccccc2c3c4ccccc4cc5ccccc35)C(=O)OCC)C                                                
5209,CCcCNC1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1                                                               
5210,cc1Cccc(CC(NC(=O)c2ccc3ccccc3c2)C(=O)O)c1                                                                     
5211,Fcccc1(cc1)C(=O)CCCN2CCC3C(C2)c4cccc5CCCN3c45                                                                 
5212,=C(CN)SCCNC(=N)N                                                                                              
5213,CN1Cc(oc(nn1)C(=O)c2nc3ccc(cc3s2)c4ccccc4)S(=O)(=O)N                                                          
5214,cc1O(CN2CCN(Cc3ccccc3)CC2)ccc4cccnc14                                                                         
5215,COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(OC)cc6C3=O                                                
5216,=S(CO)(=O)N1CCN(CC1)c2ccc(Nc3ncc4ncn(c5cccc(NC(=O)C=C)c5)c4n3)cc2                                             
5217,CCCC)(N(CC(C)C)CC(C(=NNC(=S)N)C)C(=O)Nc1ccc(C)cc1C                                                            
5218,CCOC(=O)C1(C)CCCC2(C)C1CCC34CC(C)(CCC23)C5C4CON5C(=S)Nc6ccccc6F                                               
5219,COc1ccc2C(=O)CC(Oc2c1)c3ccc(OC(=O)c4ccccc4)c(OC(=O)c5ccccc5)c3                                                
5220,(CNCCC)CCCCCCCCOc1ccc(CN(CC)CC)cc1                                                                            
5221,CCCN(()Cc1coc(n1)c2cccc(F)c2)c3ccccc3                                                                         
5222,CCCC1=CC(=O)Oc2c1c(OCCN3CCOCC3)cc4oc(cc24)[N+](=O)[O-]                                                        
5223,Cc(cc1Nc2cc(ccn2)C(F)(F)F)nc(c1)c3ccc(nc3)C4(O)CCCc5cc(ccc45)C(=O)O                                           
5224,1=CONCC2(CCCCC2)N3C1=CC4=CNC(=Nc5ccc(cn5)N6CCN(CC6)C7CCC7)N=C34                                               
5225,OC)=O(c1cc([nH]n1)N(Cc2ccccc2)Cc3ccsc3                                                                        
5226,CCCCCCCCCCCCCC(=O)NC(CO)CC(O)c1ccccc1                                                                         
5227,Ccsc(1c(N=C(O)C2=C(C3CCC2CC3)C(=O)O)c1c4nc(ns4)C5CC5)C6CC6                                                    
5228,C=CC1CN2CCC1CC2C(OC(=O)c3occc3)c4ccnc5ccccc45                                                                 
5229,CNCC)((=O)OCCc1[n+](C)ccn1C                                                                                   
5230,1OcCcccc2C=C(C(=O)N3CCN(CC=Cc4ccccc4)CC3)C(=O)Oc12                                                            
5231,CNcC)(1cccc(c1)C(=NCCCCCCN=C(O)N2Cc3ccccc3C2)O                                                                
5232,CC(CO)N1CC(C)C(CN(C)S(=O)(=O)c2ccc(cc2)C(F)(F)F)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45                              
5233,CC=C(OO)C1(CC1(C)C)NC(=O)NN2C(=O)c3ccccc3C2=O                                                                 
5234,1OcCccc(CC2CCS(=O)(=O)CC2)c(Nc3nc4ccccc4nc3NS(=O)(=O)c5ccc(CN(C)C)cc5)c1                                      
5235,CCc1ccc(cc1)n2cc(Cn3cc(C=NO)c4cccnc34)nn2                                                                     
5236,cc1Ccc(OCc2oc(NCCc3ccccc3)c(n2)C#N)cc1                                                                        
5237,CCCCC1C(C)N1C(=O)COC(=O)C=Cc2occc2                                                                            
5238,cc1Cccc(OCCn2cc(C=NNC(=O)c3ccncc3)c4ccccc24)c1                                                                
5239,COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCCCC4C)cc3)c2cc1OC                                                               
5240,CCOC(=O)C1(C)CCCC2(C)C3CCC4(C)CC3(CCC12)CC4n5cc(COc6cccc(C=O)c6)nn5                                           
5241,NCC=N1(=O)N(C=C1)C2CC(OP(=O)(O)OCC3OC(CC3O)n4cnc5c(N)ncnc45)C(CO)O2                                           
5242,CC(C)Oc1ccc(CNC(=O)c2cc3C(=O)N(Cc4ccc(C)cc4)CCCn3n2)cc1                                                       
5243,Ccccc1c(C)c1NS(=O)(=O)c2ccc(NS(=O)(=O)c3ccc4OCCOc4c3)cc2                                                      
5244,CC(C)Oc1ccc(cc1)C(=O)NC(=S)Nc2ccc(CN3CCOCC3)cc2                                                               
5245,CC(NS(=O)(=O)c1ccc(OCC(=O)N2CCCC2)cc1)c3ccccc3                                                                
5246,1OcCccc(cc1)c2cc(Cn3cc4nc(nc4cn3)c5cccc(F)c5F)on2                                                             
5247,OC)=O(CNC(=O)c1c(O)ccc2cc(cnc12)c3ccccc3                                                                      
5248,nc1Cc(SCc2cccnc2)nc(O)c1C                                                                                     
5249,C(CN1CCN(CC1)c2ccccc2)C3CCC(CC3)Nc4ncccn4                                                                     
5250,=C1NNC(=O)N(C=C1)C2COC(CO)C2                                                                                  
5251,Cccon1(C)c1COc2cccc(c2)C(=O)Oc3ccc4OCOc4c3                                                                    
5252,(OCC=O)CN1CCOCCOCCOCCOc2cc(ccc12)C3=C4C=C(F)C(=O)C=C4Oc5cc(O)c(F)cc35                                         
5253,CCcc1Oc(C=NNC(=O)c2cc(C)[nH]n2)ccc1OC(=O)c3ccc(cc3)[N+](=O)[O-]                                               
5254,cc1Fcc(cc1)c2cc(c3nc4ccc(F)cc4[nH]3)c5ccccc5n2                                                                
5255,Cc(cc1N2CCC(CC2)NC(=O)Nc3ccc(cc3)[N+](=O)[O-])c4cc(F)ccc4n1                                                   
5256,=C(CNC1C(O)C(C)(C)Sc2ccc(cc12)C#N)S                                                                           
5257,Cc(nc1Nc2ccccc2)nc3CN(CC(C#N)C(=N)c13)C(=O)c4ccccc4                                                           
5258,=C(CO)C1CCC(CC1)NC(=O)Nc2ccc(OC(F)(F)F)cc2                                                                    
5259,CC=C(OO)c1sc2ccc(NCc3nc[nH]c3C)cc2c1NC(=O)c4ccccc4                                                            
5260,CCCC1(CCC)CCC(CC1)N(Cc2ccc(cc2)C(=O)NCCC(=O)O)C(=O)Nc3ccc(OC(F)(F)F)cc3                                       
5261,Oc(cc1OCCc2ccccc2)cc3Nc4ccccc4C(=O)c13                                                                        
5262,1OcCccc(c(c1)C(=O)Nc2ccc3CCc4c(nn(c5ccc(cc5)S(=O)(=O)C)c4c3c2)C(=O)N)[N+](=O)[O-]                             
5263,CC(NC(=O)CN1C(=O)NC(C)(C1=O)c2cccc3ccccc23)c4ccccc4                                                           
5264,1CCON=C(OC1C=C)c2ccc(Oc3ccccc3)cc2                                                                            
5265,CC(1ccC)nc2ncnn2c1N3CCC(CC3)C(=O)NCc4cccc(OC)c4                                                               
5266,CCNCCCCNCCCCNCCCCNCCCCNCCCCNCCCCNCCCCNCCCCNCCCCNCC                                                            
5267,COc1ccc(OCCCN(C)CCOc2ccc3OCOc3c2)c(c1)C4Sc5ccccc5N(CCCCN=[N+]=[N-])C4=O                                       
5268,cCOC1ccccc1C=C(C#N)C2=CCCC2                                                                                   
5269,CNc1nc(NCc2ccc(NC(=O)C)cc2)cc(n1)c3ccccn3                                                                     
5270,CN(C)C(=O)c1cccnc1NCCCN2CCN(CC2)c3ccccc3C                                                                     
5271,CC(C)(C)C(=O)C1C(N(C(=O)C1=O)c2ccc(cc2)c3ccsc3)c4ccccc4OCC(=O)O                                               
5272,CC(CO)N1CC(C)C(CN(C)C(=O)Nc2ccccc2)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45                                           
5273,CCOC)(c1ccc(cc1)c2ccc(COC3COc4nc(cn4C3)[N+](=O)[O-])cc2                                                       
5274,nc1Nc(O)c2nc(NCc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)cnc2n1                                                       
5275,CCNC)(1CCC(CCOc2ncc(cc2C(F)(F)F)c3nc(nc4c3ncn4C)C#N)CC1                                                       
5276,(CCCN=C(O)c1cc(C(=O)NC(C)C)n2CCOCc12)c3ccccc3                                                                 
5277,CC)(C1CCC(C)(C)c2cc(ccc12)C(=O)C(=O)c3ccc(cc3)C(=O)O                                                          
5278,CCCCCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1                                                                            
5279,NC(NCC=O)C(CN)(CCCc1ccccc1)CCCc2ccccc2                                                                        
5280,CC1CN(Cc2ccc(s2)c3cc(NC4CC4)n5ncc(C=C6N=C(O)N=C6O)c5n3)CC(C)O1                                                
5281,O=c(NC1ccc2nc(NC(=O)C3CCCC3)sc2c1)C4CCC(CC4)NCc5ccc6ccccc6c5                                                  
5282,(C1NCc2ccc3ccccc3c2)CC1c4ccccc4                                                                               
5283,OC)=O(CCCC=CCC1C(CSCCOc2ccccc2)C3CCC1O3                                                                       
5284,CC(C)CN1CCN(Cc2ccc(cc2)C#CC(C)(C)O)CC1CCO                                                                     
5285,N=c(NC1ccc2N(CCc2c1)C3CCNC3)c4cccs4                                                                           
5286,1OcCccc2nccc(NC(=O)C3CCC(CO3)NCc4ccc5SCC(=O)Nc5n4)c2n1                                                        
5287,Cc2cc1ccccc2n1CCNC(=O)C3CCC(=O)N3                                                                             
5288,CCOC(=O)C(=Cc1ccccc1)C(=O)c2ccccc2                                                                            
5289,COc1ccc2OC(=O)C(=Cc2c1)c3nc4ccccc4s3                                                                          
5290,CC1CCC(OCC(O)CO)C(C)(C)C12Cc3cc(ccc3O2)C(=O)O                                                                 
5291,[N[]=-N+]=Nc1ccc(cc1)C(=O)NC2CCOC2=O                                                                          
5292,CN1CCOc2cc(COc3ccccc3)cnc12                                                                                   
5293,N#cc1Ccc2[nH]cc(C3=CCC(CC3)NCc4ccccc4)c2c1                                                                    
5294,nc1Cn(c2ccccc2)c3sc(cc13)C(=O)NNC(=O)COc4cccc5ccccc45                                                         
5295,CCCC)(1(O)C(OC(=O)c2ccc[nH]2)C3(O)C4(C)CC5(O)OC6(C(O)CCC(O)C46O)C3(O)C15C                                     
5296,1OcCc(C2CCCN2Cc3oc(C)c(C)n3)c(C)nn1C                                                                          
5297,CCcc1Occ(cc1)N(CC)C(=O)CCNC(=O)CN2C=Cc3ccccc3C2=O                                                             
5298,CCOC(=O)c1oc2ccc(cc2c1C)S(=O)(=O)n3nc(cc3N)c4ccc(C)cc4                                                        
5299,C1cc2Occcc2c3nc(cc(c13)c4cocc4)c5cccs5                                                                        
5300,+[NC]1(CC[N+]2(C)CCCC2c3cccnc3)CCCC1c4cccnc4                                                                  
5301,CCO(=C)N1CCc2c(C1)c(nn2Cc3ccc(F)cc3F)c4cccc(c4)C#N                                                            
5302,1CcCccc2[nH]c(cc2c1)C(=O)Nc3ccc(C)c(F)c3                                                                      
5303,O=c(OP1ccc2ccccc2c1)(N3CC3)N4CC4                                                                              
5304,]O-[[S+](CCC(=C(F)F)F)c1nc2ccccc2s1                                                                           
5305,Ccccc1cc1N2C(=Cc3cccc(C)c3C2=O)Cn4nc(c5ccc6nc(N)ccc6c5)c7c(N)ncnc47                                           
5306,1OcCcc2c3CCCC4CC[n+](cc2c(OC)c1OC)c34                                                                         
5307,CCC(C1N1C(=O)CC(c2ccccc2)c3ccccc3)C(=O)NS(=O)(=O)C                                                            
5308,=NNCC(C(C(=O)OC)c1nc2ccc(cc2nc1O)[N+](=O)[O-])C(=O)Nc3ccc(C)c(C)c3                                            
5309,COO(=C)CN1C(=O)C2C(N3C(=O)CN(Cc4ccccn4)C(=O)C3(C)C2C1=O)c5oc(C)cc5                                            
5310,1ScCnc(c2ccc(F)cc2)c(c3ccnc(NC(=O)C)c3)n1C4CC(C)(C)NC(C)(C)C4                                                 
5311,CC)(C1OC(C)(C)c2nc(nnc12)c3ccc(N)cc3                                                                          
5312,1CNCC(=Nc2cccc(c2)C(=O)O)SC(=Cc3ccc(cc3)N(C)C)C1=O                                                            
5313,CC1(CNCCOCC1)c2cc(cc(C(=O)NCC3=C(C)C=C(C)NC3=O)c2C)c4ccc(CN5CCC(F)C5)cc4                                      
5314,(OCCC(=O)O)c1c(C)onc1O                                                                                        
5315,CCCOCCCNC(=S)Nc1cccc(c1)C(=O)OCC                                                                              
5316,(=COCc1cc(on1)c2ccc3OCCOc3c2)NCc4ccccn4                                                                       
5317,CCCCC1CC1NC(=O)CCc2nc(O)c3c4CCCCc4sc3n2                                                                       
5318,1CcCccc(cc1)N2C(=Nc3c(sc4nccc(N(C)C)c34)C2=O)C                                                                
5319,C1CN(CC2(C1)CCN(C2)c3ccccn3)c4ncccn4                                                                          
5320,cc1Cc(CN2CCN(CC2)c3cccc4[nH]c(nc34)c5ccc(cc5)C(C)(C)C)n(C)n1                                                  
5321,CCNC)(1CCN(C)CC1c2nnc3ccc(cn23)C(=O)N4CCCC4                                                                   
5322,(=CONCCS(=O)(=O)N1CCCC1)c2ccccc2                                                                              
5323,CC(CC==O)OC(CC(C)C1=C2CC(OC(=O)C=CC)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1)C(OC(=O)C=CC)C(C)(C)O              
5324,NC1Nc2[nH]cnc2S(=O)(=O)N1                                                                                     
5325,CNSC(=)Nc1nc2cc(ccc2[nH]1)[N+]#N                                                                              
5326,=S(CO)(=O)Nc1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2                                                                  
5327,OCN(C12CCC1CC2)c3oc4ccccc4n3                                                                                  
5328,cc1Ccc(CCC(=O)OC2=C(Oc3cc(OC(=O)CCc4ccc(C)cc4)cc(O)c3C2=O)c5ccc(O)c(O)c5)cc1                                  
5329,CCcc1Occ(cc1)S(=O)(=O)C(C)C(=O)Nc2onc(C)c2                                                                    
5330,=C(ONc1ccccc1)N2CCN(Cc3cnc4ccccc4n3)CC2                                                                       
5331,CNCC1(CCCC1N2CCCC2)C(=O)Cc3ccc4sccc4c3                                                                        
5332,1CCCN(CC2CC2)CCCC13CCC(=O)N3                                                                                  
5333,COc1cc2OC(C)(C)C(OC(=O)C=Cc3cccc(c3)C(F)(F)F)C(O)c2c4N(C)c5cc6ccccc6cc5C(=O)c14                               
5334,1OcCccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1                                                                    
5335,NC)=O(CCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)N)NC(=O)OCc2ccccc2)C(=O)N                                       
5336,CN1CCC(CC1)N2CCC(CNc3ccccc3S(=O)(=O)Nc4ccc5CCCCc5c4C(=O)O)CC2                                                 
5337,FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)CN3CCNCC3)S(=O)(=O)c4ccccc4                                         
5338,CCOC(=O)Cc1csc(NC(=O)C2CCCCC2C(=O)O)n1                                                                        
5339,CCCO)(1C2CC(=C(N2C1=O)C(=O)O)C=CC3CCCN3                                                                       
5340,1OcCccc(cc1)c2nc(Nc3ccccc3)sc2Cc4sc(Nc5ccccc5)nc4c6ccc(OC)cc6                                                 
5341,Cc(nc1Nc2nnc(C)s2)cc(n1)C3CCCN3c4ccncn4                                                                       
5342,1OcCccc(cc1OC)C2N(CCN(C)C)C(=O)C(=C2C(=O)c3cc(C)ccc3C)O                                                       
5343,CC=1CNC(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CC3)C(=N)C                                                            
5344,=C(OO)c1ccc2c(c1)nnn2C(c3ccccc3)c4ccccc4                                                                      
5345,CN=C(1O)COc2ccc(cc12)C(=O)c3oc4ccccc4c3c5cnc6c(COc7ccccc67)c5                                                 
5346,cc1Ncccc1N=C(O)CCCCCN=C(O)c2ccc(F)cc2F                                                                        
5347,CNCN(1(=O)C(=C1C)Nc2csc(N)c2C(=O)N)c3ccccc3                                                                   
5348,cc1Ccnc(c1)c2ccc(cc2)C(=O)N3CCN(CC3)C(=O)c4cccc(c4)C(F)(F)F                                                   
5349,CCC(CN)c1ccc(cc1)N2C(=O)c3ccccc3C2=O                                                                          
5350,1=COC=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CC6CC5CO6)c3                                                          
5351,Ccccc1(cc1)C(=O)N(Cc2occc2)C3=C(N)N(Cc4ccccc4)C(=O)NC3=O                                                      
5352,(OCC=O)c1ccc(NC(=O)COC2=COC(=CC2=O)CN3CCc4ccccc34)cc1                                                         
5353,CS)=O((=O)N(CC(=O)Nc1ccccc1C(=O)O)c2ccc(F)cc2                                                                 
5354,CN(CCOc1ccc(CC(S)C(=O)O)cc1)c2oc3ccccc3n2                                                                     
5355,COc1ccc(nc1c2ccncc2)C(=O)NC(CC(=O)O)c3ccccc3C                                                                 
5356,CC(O#Cc1ccc2C3=CC(=NC(=O)N3CCc2c1)OCC4COc5ncccc5O4)c6ccccc6                                                   
